offer_id,offer_type,property_type,area,condition,agency,office_city
JuDeXKjjRHY,sale,land,522,NULL,"Realitné kancelárie SR",Bratislava
JuDIbuwkSMQ,sale,land,1250,NULL,"Hulka REAL Plus s.r.o.",Bratislava
JuuPfKXcC_S,sale,land,1336,NULL,"SLNOVRAT, s.r.o.",Olešná
JulD1JVCqAd,sale,land,966,unrenovated,"RECLOUD Reality a.s.",Bratislava
JuQ2QYedCFa,sale,land,621,NULL,"Reality Now",Bratislava
JuMiM4qhAck,sale,land,600,NULL,"RES GROUP, s.r.o.",Žilina
JuJrQI4ug9X,sale,land,497,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
JuriEZGWaqe,sale,land,3762,NULL,"OVERENÉ REALITY","Banská Bystrica"
JudrqxfcGTR,sale,land,863,NULL,"Nové bývanie",Nitra
JuJ6HTdPmEs,sale,land,NULL,"partially renovated","TUreality s.r.o.",Žilina
Ju_QlVk-YXH,sale,land,599,"new construction","RS Mansory s.r.o.",Bratislava
JuVff9I-9I0,sale,land,1014,NULL,"Reality D.P.A.",Martin
JuLjH4Ztr0P,sale,land,1657,NULL,"BeMi realitná kancelária",Nitra
JuBnZj34L44,sale,land,2873,NULL,"DRR INVEST, s. r. o.","Horný Hričov"
JuYMxTrMThn,sale,land,655,NULL,"BeMi realitná kancelária",Nitra
Juo26F3NF2G,sale,land,587,NULL,"Reality Alpia",Martin
Juc0JQaKZWu,sale,land,863,NULL,"BeMi realitná kancelária",Nitra
JuH2DC2P8Ud,sale,land,5473,NULL,"OREA, s.r.o.","Dolný Kubín"
JuVQ4EF1fqG,sale,land,560,NULL,NULL,NULL
Ju3Lr4SqXpm,sale,land,4377,unrenovated,"Reality AK, spol. s r.o.",Martin
JumOEZa9NyW,sale,land,819,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuoKzORdNaI,sale,land,1006,NULL,NULL,NULL
JuaXdatuUjs,sale,land,701,NULL,NULL,NULL
JudOJ7xWOxA,sale,land,1201,NULL,"Reality Alpia",Martin
Ju2UzK1gp3R,sale,land,1817,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JunD1SrFXPT,sale,land,583,NULL,"BeMi realitná kancelária",Nitra
JuJTvvQyvPv,sale,land,1937,NULL,"TRI LIPY, s. r. o.",Čadca
JuUi2C1CE8-,sale,land,939,NULL,"SLNOVRAT, s.r.o.",Olešná
Jua5wAoApR5,sale,land,1487,NULL,"DreamReality s.r.o.",Žilina
Ju1rBpBDljg,sale,land,2270,NULL,"MAX PROFI REALITY",Martin
JuTZg0TY8JC,sale,land,2070,NULL,"OVERENÉ REALITY","Banská Bystrica"
JuzydWNY1w-,sale,land,1785,unrenovated,"1. Reality Rent, s.r.o.",Žilina
Jup4_5dTntt,sale,land,829,unrenovated,"Reality AK, spol. s r.o.",Martin
JucXhJ-7RIW,sale,land,2220,NULL,"RE/MAX Slovakia",Bratislava
JuPITfSI3H0,sale,land,2306,NULL,"SLNOVRAT, s.r.o.",Olešná
JuKVQligYhM,sale,land,418,"new construction","RS Mansory s.r.o.",Bratislava
Ju_nFFJjAlC,sale,land,471,NULL,"R2 SK, s.r.o.",Žilina
Juz77F3qzjt,sale,land,1487,NULL,"DreamReality s.r.o.",Žilina
JuGN-E0XFUo,sale,land,880,NULL,"RE/MAX Slovakia",Bratislava
JuNKPbY78gy,sale,land,1089,NULL,"AnoReal, s.r.o.",Stráňavy
Ju8tqbpzEho,sale,land,850,"partially renovated","TUreality s.r.o.",Žilina
JuWy3Av11B2,sale,land,2086,NULL,"BeMi realitná kancelária",Nitra
JuWpZopSoYC,sale,land,471,NULL,"TARGETreal s. r. o.",Žilina
JuI9ai4mRCA,sale,land,13790,NULL,"MAX PROFI REALITY",Martin
JuG7n8qbXvU,sale,land,550,NULL,"WFG reality, s.r.o.",Žilina
JulK1E26g9e,sale,land,1573,NULL,"HOLESTIAK.sk reality s.r.o.",Čadca
JunWOzEcRHK,sale,land,881,unrenovated,"1. Reality Rent, s.r.o.",Žilina
Ju9bTv_8--p,sale,land,1061,NULL,"ZAJO Reality, s.r.o.",Trenčín
JuEl39vdmi7,sale,land,642,NULL,"Gro & Partners",Žilina
Ju9T9motLi6,sale,land,652,NULL,"Mamud Reality s. r. o.",Žilina
Ju9IFe2gRus,sale,land,612,NULL,"BeMi realitná kancelária",Nitra
JulC2goTuDK,sale,land,416,NULL,"WFG reality, s.r.o.",Žilina
JufmowlUURT,sale,land,560,NULL,"HOLESTIAK.sk reality s.r.o.",Čadca
JujO5TgvXtG,sale,land,12000,NULL,NULL,NULL
Juidgw39ied,sale,land,NULL,"partially renovated","TUreality s.r.o.",Žilina
JueE0RaoId9,sale,land,350,NULL,"NFA Group, s.r.o.","Žiar nad Hronom"
JuOd8JFAh_B,sale,land,754,NULL,"Piata Avenue",Žilina
Ju8z5R1jfB3,sale,land,NULL,"partially renovated","TUreality s.r.o.",Žilina
Juu2KYnLJH8,sale,land,866,NULL,"TOCA, s.r.o. Realitná činnosť",Bytča
Jug6QXb2mr0,sale,land,5120,NULL,"bezmaklérov, s.r.o.",Žilina
JuUooEhgJl4,sale,land,1234,NULL,"TRI LIPY, s. r. o.",Čadca
Ju4d7oCmzgt,sale,land,1350,NULL,"SLNOVRAT, s.r.o.",Olešná
JuHSEHdVoIU,sale,land,500,NULL,"Reality MT s.r.o.",Martin
JurXAjyEx4Y,sale,land,2838,NULL,"Reality Center, s.r.o.",Martin
Jubn_BmVZq4,sale,land,679,"partially renovated","TUreality s.r.o.",Žilina
JuAYbMU687z,sale,land,1753,NULL,"bezmaklérov, s.r.o.",Žilina
Ju5AeA4FaTa,sale,land,736,NULL,"Mamud Reality s. r. o.",Žilina
Ju6BOs5U974,sale,land,1226,NULL,"WFG reality, s.r.o.",Žilina
JuLOTbilQnB,sale,land,925,NULL,"B10 Slovensko, a. s.",Žilina
JuQixUnoW4u,sale,land,3750,NULL,"Realitné kancelárie SR",Bratislava
JuIlHogl4wQ,sale,land,1900,NULL,"SLNOVRAT, s.r.o.",Olešná
Ju2i2SZUYUh,sale,land,448,NULL,"Reality D.P.A.",Martin
JuuE0IH089Q,sale,land,5260,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuP4Qge949G,sale,land,2891,NULL,"AP REAL, s.r.o.",Bratislava
JuCxQUnpNN5,sale,land,18139,NULL,NULL,NULL
JuOoDP05xJ-,sale,land,969,NULL,"RE/MAX Slovakia",Bratislava
JujWzeAd4Mq,sale,land,600,NULL,"Piata Avenue",Žilina
JuhYAT13Gs1,sale,land,3653,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuHoLMOAPyD,sale,land,634,NULL,NULL,NULL
JuvDIHl7nu4,sale,land,1039,NULL,"RES GROUP, s.r.o.",Žilina
JuW5XYXfIA2,sale,land,542,NULL,"BeMi realitná kancelária",Nitra
JufKEzTwdq8,sale,land,2367,NULL,"TRI LIPY, s. r. o.",Čadca
JuZ7zgc43wy,sale,land,586,NULL,"Reality Center, s.r.o.",Martin
JuG8w7lDdu46,sale,land,898,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JunGp6hRXR2,sale,land,963,unrenovated,"Reality IQ, s.r.o.",Žilina
JumKl3xs_Yl,sale,land,821,NULL,"Reality Center, s.r.o.",Martin
JuHRetqPaNB,sale,land,809,NULL,"OREA, s.r.o.","Dolný Kubín"
Judf0zzhq5f,sale,land,28826,NULL,"Realitné kancelárie SR",Bratislava
JuFovldbtlH,sale,land,1161,NULL,"bezmaklérov, s.r.o.",Žilina
JueyWGcCtCo,sale,land,857,NULL,"R2 SK, s.r.o.",Žilina
Ju16HqVho2l,sale,land,894,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
Juxlwl0cqfI,sale,land,508,NULL,"BEŇO REALITY","Liptovský Mikuláš"
JuvwILxsaLE,sale,land,1666,NULL,"Realitné kancelárie SR",Bratislava
JuoEkan0OM3,sale,land,685,NULL,"OREA, s.r.o.","Dolný Kubín"
JuEX_l_3Eqg,sale,land,450,NULL,"BEŇO REALITY","Liptovský Mikuláš"
JuCmj-PgWTq,sale,land,1119,NULL,"WFG reality, s.r.o.",Žilina
JuASY12odtk,sale,land,3049,unrenovated,"Reality AK, spol. s r.o.",Martin
Ju-_lgQgjvC,sale,land,497,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JueMz2TcIL-I,sale,land,1330,NULL,"Apollo House",Bratislava
JuIw5kl0QB9,sale,land,5514,unrenovated,"REALITY SPOLU",Bratislava
Ju0UqyDriGS,sale,land,1218,unrenovated,NULL,NULL
Jul7ugPXcvQ,sale,land,1498,NULL,"ALT REAL, s.r.o.",Martin
Ju4lACVtBvB,sale,land,1179,NULL,"TRI LIPY, s. r. o.",Čadca
JufBIzJWZ0T,sale,land,1027,NULL,"RIEŠIME BÝVANIE",Bratislava
JuJ0YMlVen2,sale,land,931,NULL,"OREA, s.r.o.","Dolný Kubín"
JuxIvOImC9j,sale,land,1394,NULL,"TOCA, s.r.o. Realitná činnosť",Bytča
JufCqQz59Ij,sale,land,815,NULL,"ŽILINAREAL, s.r.o.",Žilina
JuJGNURQ8kY,sale,land,850,NULL,"Realitné kancelárie SR",Bratislava
JuS3utLekJS,sale,land,1046,NULL,"ATP stavby s.r.o.","Teplička nad Váhom"
JushtsOsA5D,sale,land,1101,NULL,"Reality MT s.r.o.",Martin
JuPmsU7zgrG,sale,land,1039,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
JumG3BQ732C,sale,land,542,NULL,"RIEŠIME BÝVANIE",Bratislava
JuY5ba5W_4i,sale,land,1600,NULL,"JMB REALITY s.r.o.",Ľubietová
JuzolLKcQyU,sale,land,667,NULL,donidDevelop,"Dolný Kubín"
JuLfvRq95qS,sale,land,NULL,NULL,"M&G, s.r.o.",Bratislava
JuBfaxcwUwF,sale,land,2091,NULL,"MAX PROFI REALITY",Martin
JuVv2XDLd9H,sale,land,866,"partially renovated","TUreality s.r.o.",Žilina
Ju3oEfAZYzP,sale,land,3062,NULL,NULL,NULL
JuMAMHXJq7S,sale,land,3759,NULL,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuNaGXxLOzZ,sale,land,7699,NULL,"WFG reality, s.r.o.",Žilina
JuCjQgzupuY,sale,land,28826,NULL,NULL,NULL
JuhCsanvxln,sale,land,1783,NULL,"SLNOVRAT, s.r.o.",Olešná
JuqxH07lW-i,sale,land,2031,"new construction","RS Mansory s.r.o.",Bratislava
JuH12tFyQw2,sale,land,917,NULL,"AnoReal, s.r.o.",Stráňavy
JuEjJSCiW8Ze,sale,land,600,NULL,"JPE. Reality - Jozef Pajer",Čadca
JupXbR8DGJn,sale,land,629,NULL,"OREA, s.r.o.","Dolný Kubín"
JuMvZKQOSvd,sale,land,391,NULL,"SLNOVRAT, s.r.o.",Olešná
Ju1CjLHLW69,sale,land,7631,unrenovated,"Bosen Group s.r.o.",Bratislava
Ju22ZGBmO93,sale,land,2580,NULL,NULL,NULL
JuwTH_LMEMX,sale,land,473,NULL,"GERT , s.r.o.","Liptovský Mikuláš"
JufJ-j5ky3T,sale,land,500,unrenovated,"Safe reality s. r. o.",Žilina
JuPGBZu28Sz,sale,land,1401,NULL,"RE/MAX Slovakia",Bratislava
JuXRWhaK2fl,sale,land,25681,NULL,"Realitná kancelária",Bratislava
Jutyprw4Nso,sale,land,1394,NULL,"TOCA, s.r.o. Realitná činnosť",Bytča
JutjPZbTZEK,sale,land,2000,NULL,donidDevelop,"Dolný Kubín"
Juzs-YHkwHj,sale,land,1500,NULL,"LIF REAL",Martin
JupRRfszbzs,sale,land,1800,NULL,"Reality D.P.A.",Martin
JuiFvyOCpZO,sale,land,4637,NULL,"Realitné kancelárie SR",Bratislava
JuqfHhV7H4_,sale,land,558,NULL,"Georgi Conev",Žilina
JuhB5IsnAP3,sale,land,6047,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju4HZvYxEQL,sale,land,5473,NULL,NULL,NULL
JuR1Vqvk3FA,sale,land,807,NULL,"TARGETreal s. r. o.",Žilina
JuD-E2E_yvf,sale,land,846,NULL,"RIEŠIME BÝVANIE",Bratislava
JujqHk5Nsu-,sale,land,1011,NULL,"ETHOS reality, s. r. o.","Krásno nad Kysucou"
JumHegVgatu,sale,land,1108,NULL,"Real Reality Development s.r.o.",Martin
JuYSlKjn22V2,sale,land,16054,unrenovated,Urbanista,Bratislava
JuTN7hEMhfs,sale,land,961,NULL,"SLNOVRAT, s.r.o.",Olešná
Juo_LCQm7Zx,sale,land,1140,NULL,"YFE, s.r.o.",Žilina
JucfeqPEDUI,sale,land,1327,NULL,"TARGETreal s. r. o.",Žilina
JuyewzTZPFk,sale,land,917,NULL,"Renovo Reality",Žilina
Jug8evCrAgI,sale,land,561,NULL,"BeMi realitná kancelária",Nitra
JubfWlbtgdy,sale,land,1889,NULL,"RK4 REALITY",Bratislava
JuY9N1R47k4,sale,land,643,NULL,NULL,NULL
JuGtn_qttBC,sale,land,803,unrenovated,"Direct Real, spol. s r.o.",Bratislava
Ju26ASiELkU,sale,land,499,NULL,"Mamud Reality s. r. o.",Žilina
JuoYPByad-u,sale,land,1401,NULL,"RAI COMPANY s.r.o.","Banská Bystrica"
JueDQ4t8F1t,sale,land,NULL,unrenovated,"MGM reality",Žilina
JuJBjXorHPL,sale,land,NULL,"partially renovated","TUreality s.r.o.",Žilina
JugbHbksCr-,sale,land,3767,NULL,"TeEq Reality",Bratislava
JuRn13yIVnF,sale,land,895,NULL,"ŽILINAREAL, s.r.o.",Žilina
Ju67f0ZUF6a,sale,land,1339,NULL,"Realitné kancelárie SR",Bratislava
Jus7PkExcYQ,sale,land,1734,NULL,"AnoReal, s.r.o.",Stráňavy
JuuNE4PQz6D,sale,land,860,NULL,"RIEŠIME BÝVANIE",Bratislava
Ju1YLWtdCP4,sale,land,569,NULL,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
Jul88RI0614,sale,land,947,unrenovated,"Direct Real, spol. s r.o.",Bratislava
Ju192g79OHm,sale,land,1984,NULL,"Reality Center, s.r.o.",Martin
JusbhL9UXOL,sale,land,1193,NULL,"SLNOVRAT, s.r.o.",Olešná
JuWIabvMs8m,sale,land,250,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JukIKAnSuKC,sale,land,580,NULL,"Reality Alpia",Martin
JubUi5eOFbH,sale,land,660,NULL,"RE/MAX Slovakia",Bratislava
JupQ7ehcKIt,sale,land,810,NULL,"Real Estate Group4U","Považská Bystrica"
JuUn4gk-elR,sale,land,1097,NULL,"R2 SK, s.r.o.",Žilina
Ju7lj_P0z5e,sale,land,NULL,unrenovated,"MGM reality",Žilina
JufEhhRezN-,sale,land,1462,NULL,"RK VILLEA, s. r. o.","Dolný Kubín"
JuqQ2VY6uD-,sale,land,607,"new construction","RS Mansory s.r.o.",Bratislava
Ju97QEdz5sX,sale,land,1311,"new construction","RS Mansory s.r.o.",Bratislava
JubAI3EWquo,sale,land,2150,NULL,"M&G, s.r.o.",Bratislava
JutVFvRJpYd,sale,land,2364,NULL,"Realitné kancelárie SR",Bratislava
JutuKcNv2OP,sale,land,284,NULL,"Realitná kancelária",Bratislava
JuErvfknoQB,sale,land,898,NULL,"RK VILLEA, s. r. o.","Dolný Kubín"
JurzykGoa8Y,sale,land,507,NULL,"BeMi realitná kancelária",Nitra
JuTu2EKoaZM,sale,land,721,NULL,donidDevelop,"Dolný Kubín"
JuB1sJQkopm,sale,land,1005,"new construction","RS Mansory s.r.o.",Bratislava
JusK3lTtUjZ,sale,land,5861,NULL,"Realitné kancelárie SR",Bratislava
Ju6FhwnbvkK,sale,land,4181,NULL,"ŽILINAREAL, s.r.o.",Žilina
JuMHyeDGK2f,sale,land,481,NULL,"Realitné kancelárie SR",Bratislava
JubNHDCg93x,sale,land,1663,NULL,"RE/MAX Slovakia",Bratislava
JubzyQhnL5j,sale,land,10426,NULL,"RIEŠIME BÝVANIE",Bratislava
JuMFxRcxLzj,sale,land,542,NULL,"RIEŠIME BÝVANIE",Bratislava
JuMg-KktE1Q,sale,land,5893,NULL,"RE/MAX Slovakia",Bratislava
Jukt7sZSrva,sale,land,775,NULL,"TARGETreal s. r. o.",Žilina
JuLGf5aS3L1,sale,land,807,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuTUUGHEQpu,sale,land,11129,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JubI61zDvAA,sale,land,NULL,"development project","MGM reality",Žilina
JupXyVwksGj,sale,land,1500,NULL,"Reality BL, s.r.o.","Kysucké Nové Mesto"
JuzsaTgRy0A,sale,land,1193,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuqT9jZ4Nn0,sale,land,NULL,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuzowjqYdqV,sale,land,3590,NULL,"SLNOVRAT, s.r.o.",Olešná
Juw-BV-BqJp,sale,land,1222,NULL,"Realitné kancelárie SR",Bratislava
Ju2_2a_gc9I,sale,land,600,NULL,Limaxreal,"Liptovský Mikuláš"
Jus9HjYi9K6,sale,land,867,NULL,"Nové bývanie",Nitra
Ju-Vs-ZZEsP,sale,land,1906,NULL,"SLNOVRAT, s.r.o.",Olešná
JuypdHR9V5h,sale,land,1236,"new construction","RS Mansory s.r.o.",Bratislava
JuC5HWpBoue,sale,land,1670,NULL,"SLNOVRAT, s.r.o.",Olešná
JuTMeTjk733,sale,land,NULL,unrenovated,"MGM reality",Žilina
JuvBlvKpVOg,sale,land,828,NULL,jabyvam.sk,"Liptovský Mikuláš"
JuLSvBwv_I5,sale,land,759,"new construction","RS Mansory s.r.o.",Bratislava
Ju0KCQtbTTW,sale,land,6881,NULL,"BeMi realitná kancelária",Nitra
JuaPQ_8Etfd,sale,land,807,NULL,"Realitné kancelárie SR",Bratislava
Ju9G8aO6wQl,sale,land,4117,NULL,"RE/MAX Slovakia",Bratislava
JuY9JBEYXXO,sale,land,675,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuEr-eDWZ62,sale,land,334,NULL,"Reality Center, s.r.o.",Martin
JuuQurqTomT,sale,land,429,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
JuXLA7wyDLl,sale,land,544,NULL,"Vianema s.r.o.",Bratislava
Ju1OJ87gVSa,sale,land,NULL,NULL,"X-REAL, s. r. o.",Žilina
JuaF9UiM3uR1,sale,land,501,NULL,"BeMi realitná kancelária",Nitra
Jui0b4gHHzV,sale,land,26420,unrenovated,"1. Reality Rent, s.r.o.",Žilina
Jua_BRtxi_0,sale,land,850,NULL,"Realitné kancelárie SR",Bratislava
Jud4Z0QIxb1B,sale,land,922,NULL,NULL,NULL
JumHCt0Er1_,sale,land,434,NULL,NULL,NULL
Ju6XcncfywZ,sale,land,1372,"new construction","RS Mansory s.r.o.",Bratislava
Ju6R4Oxuhvk,sale,land,1410,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuiJEU2gvVS,sale,land,1229,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuJIq68G1za,sale,land,11672,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju5OGHyG1_Y,sale,land,617,NULL,"HOLESTIAK.sk reality s.r.o.",Čadca
JupQvlRFk0k,sale,land,553,NULL,"StorkReal s. r. o.","Rajecká Lesná"
Ju2hmMFZQ4X,sale,land,447,NULL,NULL,NULL
Ju1-_Cu9mID,sale,land,NULL,NULL,"Reality Alpia",Martin
JuX4tTXYKir,sale,land,994,NULL,"SLNOVRAT, s.r.o.",Olešná
JuI4QwFHXkB,sale,land,2645,NULL,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juw3LRApeaS,sale,land,812,NULL,"RES GROUP, s.r.o.",Žilina
JueC24ZQ1o3,sale,land,8000,unrenovated,"MGM reality",Žilina
Juh_NFZPlxN,sale,land,500,NULL,"PRIMA reality s.r.o.",Žilina
Ju_KMqj7vmd,sale,land,832,NULL,"Reality Center, s.r.o.",Martin
JujjYxzg2zO,sale,land,495,NULL,"Realitka pre každého",Žilina
JudcG-iBr32,sale,land,744,unrenovated,"Safe reality s. r. o.",Žilina
Jug0yKTQ2pn,sale,land,1350,NULL,"SLNOVRAT, s.r.o.",Olešná
JuveNCiurSC,sale,land,1173,NULL,"RK VILLEA, s. r. o.","Dolný Kubín"
JuMmLaRBnk-,sale,land,520,NULL,"Real Reality Development s.r.o.",Martin
JuAEEafI2yh,sale,land,682,NULL,"AnoReal, s.r.o.",Stráňavy
JuGEa5Szg2S,sale,land,904,NULL,"ELITE reality","Považská Bystrica"
JuldPobEyqZ,sale,land,664,NULL,"TARGETreal s. r. o.",Žilina
JuxUrTWen36,sale,land,NULL,unrenovated,"MGM reality",Žilina
JutHLS-i8Kk,sale,land,2955,NULL,"DreamReality s.r.o.",Žilina
JuFMSKsdInV,sale,land,1123,NULL,"Realitná kancelária",Bratislava
Ju266Dr49Ba,sale,land,1666,NULL,"BeMi realitná kancelária",Nitra
JubyLcoXkeA,sale,land,905,NULL,"bezmaklérov, s.r.o.",Žilina
JuDgMZQaDeJ,sale,land,1292,unrenovated,"1. Reality Rent, s.r.o.",Žilina
Juv8WDTsSPy,sale,land,707,unrenovated,"1. Reality Rent, s.r.o.",Žilina
Ju9noiJ3M5h,sale,land,1036,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuPmyuLY0AU,sale,land,508,NULL,"Q REAL s.r.o.",Bratislava
JunJu6IyBiX,sale,land,2965,NULL,"TARGETreal s. r. o.",Žilina
JuhDFgB8Eya,sale,land,2061,unrenovated,"1. Reality Rent, s.r.o.",Žilina
Jukxm6yZ0hf6,sale,land,586,NULL,"BeMi realitná kancelária",Nitra
JuQnOzH4Mve,sale,land,NULL,unrenovated,"MGM reality",Žilina
JuO__97iq4d,sale,land,618,"new construction","RS Mansory s.r.o.",Bratislava
JukIX3v-4aJ,sale,land,859,unrenovated,NULL,NULL
Ju5L-boRlBV,sale,land,3800,NULL,"HALO reality, s.r.o.",Prievidza
JuxLDdGxofv,sale,land,3500,NULL,NULL,NULL
Jur27j-ejmc,sale,land,2850,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Juxv4BCWFjN,sale,land,574,NULL,"Realitné kancelárie SR",Bratislava
JuH2wdrPPMN,sale,land,903,NULL,NULL,NULL
JuoLQW0Li8l,sale,land,1023,NULL,"Realitka pre každého",Žilina
JuI-7Aiqe6M,sale,land,575,unrenovated,"Ing. Marcela Pišteková",Turzovka
Ju1V4Qfns7o,sale,land,2862,NULL,"OVERENÉ REALITY","Banská Bystrica"
JuApbqYiTwl,sale,land,1500,NULL,"Realitná kancelária",Bratislava
JuXs9XHVo90,sale,land,913,NULL,"Realitná kancelária",Bratislava
JuSvmhJEqG1,sale,land,1000,NULL,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuYB0zOc7gD,sale,land,NULL,NULL,NULL,NULL
JuXWDVHuKu7,sale,land,1375,NULL,"B10 Slovensko, a. s.",Žilina
Jui1yUD8ZRT,sale,land,600,NULL,"SLNOVRAT, s.r.o.",Olešná
Ju8HOtKyMF8,sale,land,733,unrenovated,"Safe reality s. r. o.",Žilina
JuOZEwkJjt3,sale,land,538,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
JukvtXQXqqN,sale,land,451,NULL,"Mgr. Nina Herčková, RSc.",Žilina
JuIyQ6FpRLK,sale,land,1156,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
Ju1cmZVZL9p,sale,land,11129,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuFjy1TVvsF,sale,land,2777,NULL,"B10 Slovensko, a. s.",Žilina
Ju_utm8DAV9,sale,land,1700,unrenovated,NULL,NULL
JuaoRgRgfTM,sale,land,2140,NULL,"B10 Slovensko, a. s.",Žilina
JuVIY0GAADR,sale,land,NULL,NULL,NULL,NULL
JuC0KIbI5oB,sale,land,1801,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuSc9mnlTNp,sale,land,350,NULL,"Q REAL s.r.o.",Bratislava
JuE8ApW_7eF,sale,land,960,NULL,"TRI LIPY, s. r. o.",Čadca
JuM_aepmWiE,sale,land,37067,NULL,"Svoboda&Williams Slovakia s.r.o.",Bratislava
JubvMgx0Xlu,sale,land,1122,NULL,"OREA, s.r.o.","Dolný Kubín"
JuCafss2FQP,sale,land,1729,NULL,"BIZNIS REALITY, s.r.o.",Bratislava
Ju3KUswXUz_,sale,land,2857,unrenovated,"RADO Reality",Trenčín
Jup8u-k4Epi,sale,land,2504,NULL,"bezmaklérov, s.r.o.",Žilina
JuMCxXCgucb,sale,land,11823,NULL,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju6EZukLTos,sale,land,6881,NULL,"SLNOVRAT, s.r.o.",Olešná
JufB0mJ4fBT,sale,land,723,unrenovated,"REALITY SPOLU",Bratislava
Ju0PCzCiNgB,sale,land,3860,NULL,"Buby reality, s.r.o.",Žilina
JuuPBY6Ot9Q,sale,land,710,NULL,"Reality Center, s.r.o.",Martin
Jut0tUa88wB,sale,land,727,NULL,"BeMi realitná kancelária",Nitra
JuXoUVcEWR0,sale,land,1235,NULL,"BeMi realitná kancelária",Nitra
Juz3m4uVQID,sale,land,1540,NULL,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuD0_PFG0ni,sale,land,1186,NULL,"BV REAL PD, s.r.o.",Prievidza
JuNxdVDCwxP,sale,land,800,NULL,"RIEŠIME BÝVANIE",Bratislava
JuMd2LfAtcs,sale,land,2676,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JurUF8OlH6u,sale,land,7000,NULL,"SLNOVRAT, s.r.o.",Olešná
JuKqcvokzbp,sale,land,1565,NULL,"Buby reality, s.r.o.",Žilina
Jufivg-_9rM,sale,land,888,NULL,"OREA, s.r.o.","Dolný Kubín"
JuT8srAbvDd,sale,land,NULL,"under construction","MGM reality",Žilina
JuiaMHS2a8S,sale,land,385,NULL,"SLNOVRAT, s.r.o.",Olešná
Juuliwtz_LA,sale,land,680,NULL,"Realitné kancelárie SR",Bratislava
Ju7kkzPHIc1,sale,land,1524,NULL,"Reality Alpia",Martin
Ju78oHKGop9R,sale,land,1437,"new construction","RS Mansory s.r.o.",Bratislava
JuFPPvDcbTI,sale,land,3062,NULL,liptoreal,"Liptovský Mikuláš"
Juhz-iIvfOR,sale,land,480,NULL,NULL,NULL
Jul34-9Uznd,sale,land,694,NULL,"Realitné kancelárie SR",Bratislava
Juz8n3k63O_,sale,land,13033,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuBCn0k3F8q,sale,land,1180,NULL,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuPab66wdox,sale,land,1084,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
JulxtEGlU-r,sale,land,800,unrenovated,"Reality AK, spol. s r.o.",Martin
JuGjdMCF3ve,sale,land,1443,NULL,"DreamReality s.r.o.",Žilina
JuywSKYexoR,sale,land,1559,NULL,NULL,NULL
Jujfy0BeWOa,sale,land,802,NULL,"Reality Alpia",Martin
JumyeY6xnwq,sale,land,440,NULL,"MS Alpex, k.s.",Bratislava
JulrIqN4RR6,sale,land,996,NULL,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuLNEujfvDD,sale,land,649,NULL,"TARGETreal s. r. o.",Žilina
JuIvQC1jBvw,sale,land,546,NULL,"Ing.Tomáš Hudák",Šamorín
JuuH6wyOTi6,sale,land,451,NULL,"TOCA, s.r.o. Realitná činnosť",Bytča
JuR03LYWket,sale,land,2353,NULL,NULL,NULL
JujNQV7OCek,sale,land,500,NULL,"YFE, s.r.o.",Žilina
Jup9VNie0hE,sale,land,2518,NULL,"ŽILINAREAL, s.r.o.",Žilina
